value,count
"you need to visit , is a most do it , and you will experience a super joy doing it .",1
great view easy to get from hotel transportation recommend great .,1
best view of paris can be seen from level 2 of tower,1
although the view makes up for both .,1
we lingered on each level .,1
the whole area around the tower is nice to just bring a snack and hang out for a few hours .,1
walk from where we were staying in the 7th arr .,1
"if you are here , you must climb on top of the eiffel tower .",1
"it 's not only an iconic spot , it 's useful !",1
the view is spectacular !,1
we brought tickets to use the elevator to go to the very top as we wanted to save our legs for walking around paris instead of walking up stairs .,1
it was a little chilly but we enjoyed the trip all the way to top .,1
"when i came back down , the lift stopped at another floor not very far from the bottom .",1
we waited about an hour and a half to go up .,1
better at night than day !,1
18 years after my first visit i returned and had booked months in advance so got up to the very top within 25 mins .,1
was very quiet at night time -lrb- around 11 pm -rrb- ❤,1
"although this iconic tower pops up into many vistas all over the city of paris , it is essential to get up close and personal to admire its unique architecture and special soft spot in this city 's passionate psyche .",1
"we chose fat tire bike skip the line tour to the top , otherwise it was easily a 2 hour wait , spent the extra $ so we could spend our time in other ways .",1
"it was busy but not overly so , about what you would expect .",1
i went to eiffel tower with lot of expectation and imagination but it was just an ordinary experience .,1
holiday season it sparks with thousands of led lights .,1
as we were leaving for brussels in a few hours by high speed train we returned to our room and packed for our trip .,1
as my daughters said you see in pictures and it 's amazing how the lights go on .,1
"because of them , i find it rather a bother to go there ... just look at it from a distance and enjoy that .",1
we were lucky enough to see it from our hotel!highly recommended,1
we enjoyed the ride up and the view at each landing .,1
the view is also spectacular and worth every euro : -rrb-,1
"we did n't go up , but the eiffel tower is very cool from the ground view as well .",1
there is something misterious about it !,1
"then , at the very top , wife and i indulged in some champagne as we got to take in the most gorgeous view of the city of lights all lit up at night .",1
"lovely & amazing , but you have to wait a long time to book a ticket , unless you have a group , not less than 20 persons , you can go & book your tickets from another place , just an advice : book a ticket for the third floor from the start as you have to c the view from above , it is wow",1
we firstly went up to the top - the view was amazing !,1
"while the food was not what we expected , the view certainly made up for it !",1
preferably book in advance so that you can use the fast-track queue and so that you do n't have to stand in lengthy queues for a ticket on the day .,1
long lineups to get to the top though .,1
service was prompt and courteous .,1
even though we bought the skip the line tickets we still waited 40 minutes then another 50 when queuing for the summit .,1
the view of the city is spectacular .,1
"the view of the city is breathtaking , to say the least .",1
the day we went was overcast and drizzly so the crowds were not bad .,1
lines move fast .,1
we were advised to arrive early to beat the rush and that was certainly a good idea .,1
